image_path,filename,true_label,resnet_pred,caption_neutral,gender_neutral,aligns_with_true_neutral,aligns_with_resnet_neutral,caption_gender_probe,gender_gender_probe,aligns_with_true_gender_probe,aligns_with_resnet_gender_probe,caption_clothing_focus,gender_clothing_focus,aligns_with_true_clothing_focus,aligns_with_resnet_clothing_focus
8-4/20190109131127225_500.jpg,20190109131127225_500.jpg,female,male,"The person in the image is standing in a clothing store, taking a selfie with their phone. They are wearing a black sweater, a brown cardigan, and a pair of pants. There are several pairs of pants hanging on the racks, some of which can be seen closer to the camera. The person's shoes are also visible in the picture, indicating that they are interested in fashion and style.",male,False,True,"The person in the image is a male, based on the visual cues in their clothing or appearance. They are wearing a black sweater and pants with a pair of white sneakers, which suggests that they are a man. Additionally, the person's hair is long and dark brown, suggesting that he is male.",male,False,True,"The person in the image is wearing a brown sweater, black pants, and a pair of sneakers. He is standing in a clothing store, taking a selfie with his phone. There are several pairs of shoes hanging on the racks, some of which can be seen closer to the camera. The person's outfit is composed of a sweater, pants, a jacket, and sneakers, all of which are well-tailored and well-fitted.",male,False,True
3-4/20171031045313502_500.jpg,20171031045313502_500.jpg,male,female,"The person depicted in the image is dressed in a costume similar to that of a superhero. They are standing on a cobblestone street, wearing an orange hat and a pair of sunglasses. The person is wearing a black shirt with a white collar, which contrasts with the colorful outfit they are wearing. Their shoes are also visible in the background, suggesting that they may be wearing them for a special occasion.",male,True,False,"The person in the image appears to be male, based on the visual cues in their clothing or appearance. The person is wearing an orange hat and black shorts, which indicate that they are dressed in a male-specific fashion. Additionally, the person has a white shirt and black pants, which suggest that they may be a female.",male,True,False,"The person in the image is dressed in a black outfit with an orange shirt and hat. He is wearing a pair of sneakers and a backpack, which can be seen in the background of the image. The person's outfit is similar to that of a superhero, complete with a cape and helmet. There is also a scarf around his neck, which could be a part of his costume.",male,True,False
8-4/20190108035959490_500.jpg,20190108035959490_500.jpg,male,female,"The person in the image is wearing a black hoodie and a pair of sneakers. They are sitting on a chair in front of a chalkboard with the words ""Less but Better"" written on it. The man's clothing is casual, with a white t-shirt covering most of their body. Their shoes are also visible in the background, indicating that they are wearing sneakers.",male,True,False,"The person in the image is a male, based on the visual cues in their clothing or appearance. They are wearing a hoodie and a pair of white sneakers, which suggests that they are a young man.",male,True,False,"The person in the image is wearing a black hoodie, a pair of jeans, and sneakers. He is sitting on a chair in a dark room, with his hands resting on his knees. There is also a backpack visible in the background, possibly belonging to the person.",male,True,False
7-4/20181024095539819_500.jpg,20181024095539819_500.jpg,male,female,"The person in the image is wearing a blue shirt and a red vest. They are standing in front of an elevator, taking a selfie with their phone. There is a backpack on the person's back, which can be seen in the background. The person is holding a camera, which is likely a smartphone.",male,True,False,"The gender of the person in the image is male, based on the visual cues in their clothing or appearance. The person is wearing a blue striped shirt with a red belt, which indicates that they are a man. Additionally, the person has a pair of red sneakers, which suggests that they may be a female.",male,True,False,"The person in the image is wearing a pair of blue jeans and a red striped shirt. He is also carrying a backpack, which can be seen hanging from his belt. The person is standing in an elevator, taking a selfie with his phone. The outfit is casual and comfortable, suitable for a day at the office or a casual outing.",male,True,False
8-2/20190104105225002_500.jpg,20190104105225002_500.jpg,male,female,"The person in the image is wearing a beige coat, a hat, and a pair of jeans. They are taking a selfie in a bathroom mirror, with their cell phone visible in the reflection. There is also a towel hanging on the side of the mirror, suggesting that the person is washing their hands.",male,True,False,"The gender of the person in the image is male, based on the visual cues in their clothing or appearance. The person is wearing a tan coat with a brown hat, which indicates that he is dressed appropriately for the weather. Additionally, the person is holding an iPad in his hand, which suggests he may be taking a selfie.",male,True,False,"The person in the image is wearing a beige coat, a hat, and a pair of jeans. He is also carrying a smartphone, which can be seen in the background of the image.",male,True,False
6-4/20180805190021589_500.jpg,20180805190021589_500.jpg,male,female,"The person in the image is wearing a white shirt, blue jeans, and a pair of sneakers. They are standing on a sidewalk near a trash can, with their hands resting on their hips. There is also a skateboard in the background, which may indicate that the person is interested in skateboarding.",male,True,False,"The gender of the person in the image is male, based on the visual cues in their clothing or appearance. The person is wearing a white t-shirt and blue jeans, suggesting that he/she is a male. Additionally, the person has a pair of black sneakers on his feet, which suggests that they are either male or female.",female,False,True,"The person in the image is wearing a white t-shirt, blue jeans, and a pair of sneakers. He is also carrying a backpack, which can be seen in the background of the image. The person's outfit is characterized by a combination of casual clothing and streetwear elements. The overall look of the outfit resembles a hipster style, with a wide-legged denim shirt and ripped jeans, as well as a black T-shirt and white sneakers.",male,True,False
3-2/20171027145637689_500.jpg,20171027145637689_500.jpg,male,female,"The woman in the image is wearing a grey sweater, a black skirt, and a pair of black boots. She is standing in front of a white wall, posing for a photo with her hands on her hips.",female,False,True,"The gender of the person in the image is female, based on the visual cues in their clothing or appearance. The person is wearing a grey sweater and black skirt, suggesting that she is a woman. She also has a black handbag, which suggests that she may be a female.",female,False,True,"The woman in the image is wearing a grey sweater, a black skirt, and a pair of black boots. She is standing in front of a white wall, with her hands on her hips and shoulders. Her hair is pulled back into a ponytail, and she wears a hat to cover her face.",female,False,True
3-1/20171024231756456_500.jpg,20171024231756456_500.jpg,male,female,"The person in the image is wearing a long black coat and a black hat. They are standing in front of a mirror, looking at their reflection in the mirror. The person's clothes are well-tailored and well-fitted, with the coat covering most of their body. There is also a pair of black boots, which can be seen on either side of the person. Overall, the person appears to be well-dressed and fashionable.",male,True,False,"The person in the image appears to be male, based on the visual cues in their clothing or appearance. The person is wearing a black trench coat and black boots, which suggests that they are dressed in a masculine fashion. Additionally, the person's hair is dark brown, suggesting that they may be of Asian descent.",male,True,False,"The person in the image is wearing a black trench coat, a pair of black pants, and black boots. The person is standing in front of a mirror, posing for a photo while wearing an outfit similar to the one worn by the person in this image.",male,True,False
8-3/20190106201657029_500.jpg,20190106201657029_500.jpg,male,female,"The image depicts a group of people in red hoodies posing for a photo in a store. They are all wearing red jackets, with one person wearing a black jacket and the others wearing white jackets. There is also a man standing behind the group, holding a camera and smiling at the camera.",male,True,False,"The person in the image appears to be male, based on the visual cues in their clothing or appearance. The person is wearing a red hoodie and a pair of white sneakers, which suggests that they are male. Additionally, the person's hair is also red, suggesting that he or she is female.",female,False,True,"The person in the image is wearing a red hoodie and a pair of sneakers. There are four other people present in the scene, all wearing red jackets and hoodies. They are posing for a photo together, with one person holding a camera and the others standing nearby. The person wearing the red jacket has a white shirt underneath it, while the other three people are wearing white t-shirts.",male,True,False
9-2/20190323081034982_500.jpg,20190323081034982_500.jpg,male,female,"The woman in the image is wearing a black dress with a lace-up top and a pair of black tights. She is standing in front of a bench, posing for a photo while holding a handbag in her right hand. There is also a backpack nearby, which can be seen in the background of the image.",female,False,True,"The gender of the person in the image is female, based on the visual cues in their clothing or appearance. The person is wearing a black shirt with lace sleeves and a pair of black tights, suggesting that she is a woman. Additionally, the person's hair is pulled back in a ponytail, indicating that she may be a girl.",female,False,True,"The woman in the image is wearing a black dress with a lace-up top and a pair of black leggings. She is also wearing black tights and black boots, which can be seen in the background of the image. There is a handbag present in the scene, likely belonging to the woman.",female,False,True
2-3/20170803134659474_500.jpg,20170803134659474_500.jpg,male,female,"The person in the image is wearing a blue sweater and black pants. They are standing in front of a graffiti-covered wall, with their feet resting on a pair of sandals. The person is wearing sunglasses, which can be seen in the background of the image.",male,True,False,"The person in the image appears to be male, based on the visual cues in their clothing or appearance. The person is wearing a blue sweatshirt with black pants and sandals, which suggests that they are male. Additionally, the person has a tattoo on their left arm, which indicates that they may be a teenager or young adult.",male,True,False,"The person in the image is wearing a blue sweater, black pants, and sandals. The person is standing in front of a graffiti-covered wall, posing for a photo. The outfit includes a pair of sunglasses, which can be seen on the person's face.",male,True,False
3-2/20171027135201061_500.jpg,20171027135201061_500.jpg,male,female,"The person in the image is wearing a grey cardigan, a pair of black pants, and white sneakers. They are taking a selfie in a mirror, which can be seen in the background of the image. The person is standing in front of the mirror, holding a smartphone in one hand and a camera in the other.",male,True,False,"The gender of the person in the image is female, based on the visual cues in their clothing or appearance. The person is wearing a gray cardigan over a pair of black pants and white sneakers, which suggests that she is taking a photo of herself in a mirror. Additionally, the person's shoes appear to be high heeled, suggesting that she may be a woman.",female,False,True,"The person in the image is wearing a grey cardigan, a pair of jeans, and black shoes. The person is standing in front of a mirror, taking a picture of herself in the mirror. The cardigan is visible on the left side of the image, while the jeans are located on the right side. The shoes can be seen closer to the person's face, as they are placed closer to her face.",male,True,False
12-3/20191231003906426_500.jpg,20191231003906426_500.jpg,male,female,"The person in the image is wearing a black jacket and jeans, as well as a pair of black sneakers. They are standing next to a street lamp, which can be seen in the background of the image. The person's attire is casual, with a jacket covering most of their body. There is also a light bulb visible in the corner of the room, which may indicate that the person is outside at night.",male,True,False,"The person in the image appears to be male, based on the visual cues in their clothing or appearance. They are wearing a pair of jeans and a black jacket, which indicates that they are dressed in a masculine manner. Additionally, the person is wearing sneakers, which suggests that they may be a child or adolescent.",male,True,False,"The person in the image is wearing a black jacket, a pair of jeans, and sneakers. The jacket is paired with a white t-shirt, which can be seen covering most of the person's body. The shoes are visible on the right side of the image, while the jacket is located on the left side. The person is standing next to a street light pole, which may indicate that the person is outside at night.",male,True,False
8-2/20190104145027271_500.jpg,20190104145027271_500.jpg,male,female,"The person in the image is wearing a purple jacket and a pair of sneakers. They are standing in front of a mirror, taking a selfie with their phone in hand. The person's shoes are visible in the background of the image, suggesting that they are wearing casual footwear.",male,True,False,"The gender of the person in the image is male, based on the visual cues in their clothing or appearance. The person is wearing a purple jacket with a pair of black pants and white sneakers, which suggests that they are a male. Additionally, the person's hair is dark brown, suggesting that they may be a female.",male,True,False,"The person in the image is wearing a purple jacket, a pair of jeans, and sneakers. He is standing in front of a mirror, taking a selfie with his phone. The shoes are visible in the background, suggesting that the person is wearing them.",male,True,False
3-2/20171026231936652_500.jpg,20171026231936652_500.jpg,male,female,"The person in the image is wearing a gray dress with black boots and a black jacket. They are standing in an elevator, taking a selfie with their phone. There is also a small bag nearby, possibly belonging to the person.",male,True,False,"The gender of the person in the image is female, based on the visual cues in their clothing or appearance. The person is wearing a gray dress with a black jacket and black boots, suggesting that she is likely a woman. Additionally, the person is holding a phone in her hand, which suggests that she may be using it to take a photo or record a video.",female,False,True,"The person in the image is wearing a grey dress, a black jacket, and a pair of black boots. She is also carrying a handbag, which can be seen in the background. The outfit is casual and comfortable, with a combination of dark colors and textures.",female,False,True
9-4/20190325162137288_500.jpg,20190325162137288_500.jpg,male,female,"The person in the image is wearing a brown coat and a pair of black pants. They are standing under an arbored walkway, with a backpack nearby. The person's hair is pulled back into a ponytail, and their face is obscured by a hat.",male,True,False,"The person in the image is wearing a brown coat and black sneakers, suggesting that they are a male. The person also has a black backpack on their shoulders, which indicates that they may be carrying a bag or other personal belongings. Additionally, the person's face is obscured by a hat, which suggests that she is using a phone to take a photo or record a video. These visual cues suggest that the person is female.",female,False,True,"The person in the image is wearing a brown coat and a pair of black pants. The person is standing under an archway with a backpack, possibly a messenger bag. The backpack is placed on the person's right side, while the other backpack is located on the left side of the image. The clothing and outfit worn by the person can be described as casual and comfortable.",male,True,False
9-2/20190322224007482_500.jpg,20190322224007482_500.jpg,male,female,"The person in the image is wearing a white t-shirt and a pair of black sneakers. They are sitting on the steps of a building, posing for a photo or engaging in some other activity. There is a backpack nearby, which could be used to store their belongings.",male,True,False,"The person in the image appears to be male, based on the visual cues in their clothing or appearance. They are wearing a white t-shirt with a black cap and white sneakers, suggesting that they are male. Additionally, the person is sitting on the steps of a building, which suggests that they may be waiting for someone to arrive.",male,True,False,"The person in the image is wearing a white t-shirt, black pants, and a pair of black sneakers. He is sitting on the steps of a building, with his hands resting on his knees. There is also a backpack nearby, which could be used to store his belongings.",male,True,False
7-3/20181022202810347_500.jpg,20181022202810347_500.jpg,male,female,"The person in the image is wearing a blue sweater and a pair of sneakers. They are sitting on a wooden bench, kissing each other while holding their cell phones close to them. There is also a small dog nearby, which may be part of the couple's relationship.",male,True,False,"The person in the image appears to be a male, based on the visual cues in their clothing or appearance. The person is wearing a blue sweater and a pair of sneakers, which suggests that they are a man. Additionally, the person has short hair, which indicates that they may be female.",male,True,False,"The person in the image is wearing a blue sweater, a pair of jeans, and sneakers. They are sitting on a wooden bench, with the person kissing the other person on the left side of the bench. There is also a white shirt covering the person's face.",male,True,False
5-3/20180403060536316_500.jpg,20180403060536316_500.jpg,male,female,"The person in the image is wearing a pair of black pants and a white shirt. They are taking a picture of the cherry blossoms, which can be seen in the background of the image. The person is standing on a path near a stone wall, with their phone in hand.",male,True,False,"The person in the image is female, based on the visual cues in their clothing or appearance. They are wearing black pants and a white shirt, which suggests that they are a woman taking a photo of the cherry blossoms. Additionally, their hair is pulled back into a ponytail, which indicates that they may be a girl.",male,True,False,"The person in the image is wearing a white shirt, black pants, and a pair of black sneakers. The person is standing on a stone path near a cherry blossom tree, taking a picture with her phone. The outfit is casual and comfortable, suitable for a day out in nature.",male,True,False
8-2/20190102184519860_500.jpg,20190102184519860_500.jpg,male,female,"The person in the image is wearing a black puffer jacket, a pair of black jeans, and black sneakers. They are taking a selfie with their phone in a mirror, which can be seen in the background of the image. There is also a small bag nearby, possibly a backpack or briefcase.",male,True,False,"The person in the image is a male, based on the visual cues in their clothing or appearance. They are wearing a black puffer jacket and white sneakers, which suggests that they are a young man. Additionally, the person is taking a selfie in a mirror, which can be interpreted as a form of self-portraiture.",male,True,False,"The person in the image is wearing a black puffer jacket, a pair of black jeans, and sneakers. He is holding a smartphone in his hand, which can be seen in the background of the image. The person's outfit is complete with a backpack and a bottle of water, suggesting that he is taking a selfie or recording a video.",male,True,False
1-3/20170327212713206_500.jpg,20170327212713206_500.jpg,male,female,"The person in the image is wearing a red jacket, a pair of jeans, and a backpack. They are standing on a path in the woods, with their back facing the direction of the path. There is also a skateboard nearby, which can be seen in the background.",male,True,False,"The person in the image appears to be a male, based on their clothing and appearance. The person is wearing a red jacket with a pair of jeans and sneakers, suggesting that they are outdoorsy and energetic. Additionally, the person is standing in a wooded area, which suggests that they may be enjoying nature and spending time outdoors.",male,True,False,"The person in the image is wearing a red jacket and jeans, as well as a pair of sneakers. The person is standing on a dirt path near a tree, with a backpack nearby. The outfit is casual and comfortable, suitable for a day out in nature.",male,True,False
1-4/20170328040333377_500.jpg,20170328040333377_500.jpg,male,female,"The person in the image is wearing a blue coat, a scarf, and a pair of jeans. They are standing in front of a closet, with their hands on their hips. There is also a handbag nearby, which can be seen in the background. Overall, the person appears to be well-dressed and well-groomed.",male,True,False,"The person in the image appears to be male, based on the visual cues in their clothing or appearance. The person is wearing a black coat with a checkered pattern and a pair of blue jeans, which suggests that they are a man. Additionally, the person is holding a red bag, which indicates that they may be a woman.",male,True,False,"The person in the image is wearing a blue sweater, black jeans, a scarf, and a pair of sneakers. The person is standing in front of a doorway, holding a handbag in one hand and an umbrella in the other. There is also a small bag on the floor near the person's feet. Overall, the person is dressed in a casual yet stylish outfit.",male,True,False
3-4/20171029222343300_500.jpg,20171029222343300_500.jpg,male,female,"The person in the image is dressed in a striped suit and holding a yellow electric guitar. They are standing in front of a white wall, with the guitar in one hand and the suit in the other. There is also a pair of shoes on the floor, suggesting that the person is wearing footwear.",male,True,False,"The person in the image is a male, as they are wearing a suit and holding a guitar. The visual cues in their clothing or appearance led me to believe that the person is male. The person is dressed in a yellow striped suit with a white shirt and black pants, which suggests that they are a man. Additionally, the person's face is obscured by a black mask, suggesting that they may be a woman.",male,True,False,"The person in the image is dressed in a yellow striped suit and a pair of shorts. He is holding a guitar in one hand, while wearing a white shirt and black pants in the other. His shoes are also visible in the background.",male,True,False
2-2/20170802155037741_500.jpg,20170802155037741_500.jpg,male,female,"The person in the image is wearing a colorful shirt and shorts, with a teddy bear stuffed into their pocket. They are standing on a street, holding the stuffed animal in one hand and a pair of sneakers in the other. There is also a piece of fabric covering their face, which may be a mask or a costume.",male,True,False,"The person in the image appears to be male, based on the visual cues in their clothing or appearance. The person is wearing a tie-dyed shirt and shorts with a teddy bear stuffed animal, which suggests that they are a teenager or young adult.",male,True,False,"The person in the image is wearing a pair of shorts, a shirt, and a teddy bear stuffed animal. The outfit is colorful and playful, with a brightly colored shirt and striped shorts. There is a car in the background, which can be seen in the foreground of the image.",male,True,False
3-2/20171027110909783_500.jpg,20171027110909783_500.jpg,male,female,"The person in the image is wearing a plaid shirt, black pants, and a pair of black boots. They are taking a selfie in a mirror, which can be seen in the background of the image. There is also a cell phone nearby, which could be used to take a photo or record a video.",male,True,False,"The gender of the person in the image is female, based on the visual cues in their clothing or appearance. The person is wearing a plaid shirt and black pants with a flower printed on them. This indicates that the person is a woman, as they are wearing feminine clothing and accessories.",male,True,False,"The person in the image is wearing a black shirt with a checkered pattern and a pair of black jeans. She is also wearing an overcoat, which can be seen on her shoulders. The person is holding a smartphone, which is visible in the background of the image.",female,False,True
3-3/20171028153224878_500.jpg,20171028153224878_500.jpg,male,female,"The person in the image is wearing a white sweatshirt, a pair of black sneakers, and a hat with a red star on it. They are taking a selfie in a mirror, which can be seen in the background of the image.",male,True,False,"The gender of the person in the image is female, based on the visual cues in their clothing or appearance. The person is wearing a white sweatshirt with a red star on it and a pair of black sneakers. This indicates that the person is male, as they do not wear a shirt with an image of a woman on it.",male,True,False,"The person in the image is wearing a white t-shirt, a pair of black jeans, and a red baseball cap. She is also wearing sneakers, which can be seen in the background of the image.",female,False,True
